prediction,actual,correct,confidence
-1,-1,True,0.7684325459502156
-1,1,False,0.788907323534521
-1,-1,True,0.7831999587453866
-1,1,False,0.6875838061695995
-1,-1,True,0.7743110527998482
-1,-1,True,0.49258697467488
-1,-1,True,0.4605765902437438
-1,-1,True,0.5217959712807889
-1,1,False,0.2841390014044494
-1,1,False,0.3709911300857995
-1,1,False,0.5060839122322213
-1,1,False,0.6632278663104806
-1,-1,True,0.8621466586745321
-1,-1,True,0.6827476610785237
-1,1,False,0.49417745935782564
-1,1,False,0.6144193744483906
-1,1,False,0.5663656951670291
-1,-1,True,0.6647419756565265
-1,-1,True,0.6274784129575598
-1,-1,True,0.624849803278036
-1,1,False,0.3828981136659654
-1,1,False,0.4714298314808435
-1,-1,True,0.6509670616938449
-1,1,False,0.4697608938208291
-1,1,False,0.6052088762487741
-1,1,False,0.5986061695921033
-1,1,False,0.7602762265699481
-1,1,False,0.841638651968233
-1,1,False,0.852917363929548
-1,1,False,0.8442812879641656
-1,1,False,0.7303191628874038
-1,1,False,0.6139855352626348
-1,1,False,0.7375946282078892
-1,-1,True,0.7373484105204146
-1,1,False,0.5262690425475505
-1,-1,True,0.5572410763641376
-1,-1,True,0.5949322710289912
-1,-1,True,0.3066550712915111
-1,-1,True,0.45089024145180767
-1,1,False,0.19185081114116323
-1,1,False,0.3344869790606085
-1,1,False,0.6400241683344285
-1,-1,True,0.6944613712305646
-1,1,False,0.7548778350416303
-1,1,False,0.8011320431214914
-1,-1,True,0.6670560590525226
-1,1,False,0.6760346561558997
-1,1,False,0.7085702576046684
-1,-1,True,0.7294082324687576
-1,1,False,0.39638275159366265
-1,-1,True,0.4625910648155607
-1,1,False,0.574178931160425
-1,1,False,0.47604852112371965
-1,1,False,0.618442601332187
-1,1,False,0.7745421851536102
-1,-1,True,0.6349659801926745
-1,1,False,0.4025382656042613
-1,-1,True,0.4370210884556292
-1,-1,True,0.2390048462289022
-1,1,False,0.3448315289273568
-1,1,False,0.7486244549683894
-1,1,False,0.8820934421959638
-1,-1,True,0.8961714655996953
-1,-1,True,0.8151025649385244
-1,1,False,0.4862367630643031
-1,-1,True,0.28487006368806544
-1,-1,True,0.4272630595270428
-1,-1,True,0.4176877468752803
-1,-1,True,0.2358841768806499
-1,1,False,0.1613851027494145
-1,1,False,0.2311502582464005
-1,-1,True,0.6274738687074497
-1,1,False,0.7639757612585274
-1,1,False,0.716243916456566
-1,-1,True,0.8271151171179962
-1,-1,True,0.7914047537623422
-1,1,False,0.7070399093028834
-1,-1,True,0.7540643926341745
-1,1,False,0.7295810166802095
-1,-1,True,0.6931389844826092
-1,1,False,0.4143468457833977
-1,1,False,0.2206518664381475
-1,1,False,0.637478814516887
-1,-1,True,0.7795707297806282
-1,-1,True,0.7282436631613263
-1,-1,True,0.2804444653853625
1,-1,False,0.1661471576104578
-1,1,False,0.20634357109896403
-1,1,False,0.24634544530567107
-1,-1,True,0.61406562854094
-1,1,False,0.7365579890633327
-1,1,False,0.5346086673379534
