prediction,actual,correct,prob_up,confidence
1,0,False,0.6133255796763185,0.3
1,0,False,0.5463600715917368,0.3
1,1,True,0.5215144341252752,0.3
1,1,True,0.5251807743389445,0.3
1,1,True,0.6341311354434229,0.3
1,0,False,0.505376944171739,0.3
1,1,True,0.5503406283066462,0.3
1,0,False,0.5501986312848508,0.3
1,0,False,0.5742525819097717,0.3
0,0,True,0.49990716231348753,0.3
0,0,True,0.47988433263338803,0.3
0,1,False,0.4975011401335349,0.3
0,1,False,0.4917767110173817,0.3
1,1,True,0.5802920575983329,0.3
0,0,True,0.3917893435720487,0.3
1,0,False,0.6216705847225639,0.3
1,0,False,0.5472181166601423,0.3
1,1,True,0.5081331023626842,0.3
1,0,False,0.5044161074460667,0.3
1,1,True,0.6459269166632173,0.3
1,0,False,0.6083344156765348,0.3
1,1,True,0.6120432645918112,0.3
1,1,True,0.6137729564320289,0.3
1,0,False,0.5899474977722798,0.3
1,1,True,0.6144118207647719,0.3
0,1,False,0.45260653311725396,0.3
1,0,False,0.5718206878646072,0.3
1,1,True,0.6352524487532968,0.3
1,1,True,0.5902881661605175,0.3
1,1,True,0.5426733737580144,0.3
1,0,False,0.573873807306683,0.3
0,0,True,0.40920847406765726,0.3
0,0,True,0.4347851012254783,0.3
1,0,False,0.561748939483315,0.3
1,0,False,0.5715038711168959,0.3
1,0,False,0.5196756934372665,0.3
0,0,True,0.46903535774906585,0.3
1,1,True,0.5612438266476996,0.3
1,0,False,0.5677177280639586,0.3
1,1,True,0.5356778811006412,0.3
0,1,False,0.40402716039936465,0.3
1,0,False,0.6073563402814602,0.3
1,0,False,0.5065179031527431,0.3
1,0,False,0.6710204730195175,0.3
1,1,True,0.5246903425789383,0.3
0,1,False,0.4635721651198951,0.3
1,0,False,0.5250989628571082,0.3
1,1,True,0.5585015217793343,0.3
1,0,False,0.5456744634621897,0.3
1,0,False,0.6056443122780837,0.3
1,1,True,0.5459015237663686,0.3
1,0,False,0.5700153132025929,0.3
1,1,True,0.5358464946735156,0.3
0,1,False,0.48467655351515565,0.3
0,0,True,0.38796021316439505,0.3
1,1,True,0.5594845134656864,0.3
1,0,False,0.5457470240822885,0.3
1,1,True,0.5910466954733571,0.3
1,0,False,0.5676947487265638,0.3
1,0,False,0.6094102890463143,0.3
1,0,False,0.5709862877006603,0.3
1,0,False,0.5582744830908112,0.3
1,0,False,0.554094213586609,0.3
1,0,False,0.5406073085579383,0.3
1,1,True,0.6029085198998215,0.3
1,1,True,0.6048202566069596,0.3
1,1,True,0.5760248895871958,0.3
1,1,True,0.5649796525045506,0.3
0,1,False,0.4605992955549424,0.3
0,1,False,0.44069133670675065,0.3
0,0,True,0.4137415820849375,0.3
0,0,True,0.47077517265585517,0.3
0,1,False,0.4987636885305878,0.3
0,0,True,0.45224385624995694,0.3
1,0,False,0.5449722398772513,0.3
1,1,True,0.5465667289565802,0.3
1,0,False,0.5920302203495242,0.3
1,1,True,0.6115472925897569,0.3
1,1,True,0.5842822037001709,0.3
0,1,False,0.39813018896878377,0.95
0,1,False,0.4558112611757476,0.3
1,0,False,0.5002722139402755,0.3
0,0,True,0.4376585595727654,0.3
0,1,False,0.43033983849159074,0.3
0,0,True,0.4057503903301843,0.3
1,0,False,0.6924790539364511,0.3
0,1,False,0.4648349431733596,0.95
1,0,False,0.5168944341383643,0.3
1,1,True,0.6240263920262208,0.3
1,0,False,0.5999952599825374,0.3
1,0,False,0.6222963081264417,0.3
0,1,False,0.48132403510906496,0.3
1,1,True,0.5749412465069292,0.3
1,0,False,0.5308073225707529,0.3
1,0,False,0.5572140627176502,0.3
1,1,True,0.5385084894485325,0.3
1,1,True,0.5614730477704444,0.3
1,0,False,0.568345551766438,0.3
1,0,False,0.7203940900539213,0.3
0,0,True,0.46521489160903634,0.3
1,0,False,0.5328310776670802,0.3
1,0,False,0.6230737581279592,0.3
0,1,False,0.4961497709270411,0.3
0,1,False,0.43856319735315996,0.3
0,1,False,0.42352006281839694,0.3
1,1,True,0.5553658086614678,0.3
0,1,False,0.3900850577061654,0.3
1,0,False,0.5053548603576455,0.3
1,0,False,0.6421931900442347,0.3
0,1,False,0.33751363088687364,0.3
0,1,False,0.4369829782185207,0.3
1,0,False,0.534026750816826,0.3
1,1,True,0.6159318721674119,0.3
0,1,False,0.3761875017845348,0.3
1,1,True,0.5709999719041634,0.3
1,0,False,0.6007649709720945,0.3
0,0,True,0.3341965707833398,0.3
0,1,False,0.4090809794269281,0.3
0,0,True,0.38814924937351547,0.3
1,0,False,0.5957760413863166,0.3
0,0,True,0.43152582301401204,0.95
1,1,True,0.5228678289679254,0.3
1,1,True,0.5741795994237072,0.3
1,1,True,0.652886751885134,0.3
0,0,True,0.4955901802766792,0.3
0,0,True,0.44196441283509774,0.3
0,0,True,0.42778564280794085,0.3
1,1,True,0.5560588938370429,0.3
1,0,False,0.5514497938107349,0.3
1,1,True,0.6039024646646883,0.3
1,1,True,0.5281908976232682,0.3
0,1,False,0.4412550664683031,0.3
1,0,False,0.6359802269959463,0.3
1,1,True,0.699578386089253,0.3
0,1,False,0.3360937019197808,0.3
0,0,True,0.4924841524511228,0.3
1,1,True,0.6432119420671905,0.3
0,0,True,0.31365193201763086,0.3
1,0,False,0.6566647861470453,0.3
1,1,True,0.6119161528113205,0.3
1,0,False,0.5250894710769071,0.3
1,0,False,0.6985516762936461,0.3
0,1,False,0.43006239880599906,0.3
0,1,False,0.48205741349787884,0.3
0,0,True,0.45846363751836394,0.3
0,0,True,0.4935376882323919,0.3
1,0,False,0.5001718628367299,0.3
1,1,True,0.5134570584815801,0.3
0,1,False,0.41099106561854465,0.3
0,1,False,0.43613091470266346,0.3
1,0,False,0.5100715634573534,0.3
1,1,True,0.5269952205851576,0.3
0,0,True,0.48224301477813725,0.3
0,1,False,0.46532401561886855,0.3
0,0,True,0.4397891018490313,0.3
1,0,False,0.6682480409705222,0.3
1,1,True,0.6021898744491531,0.3
0,0,True,0.4466234293988451,0.3
1,0,False,0.6516581566387843,0.3
1,1,True,0.6232689233752527,0.3
1,1,True,0.5457427995060397,0.3
1,0,False,0.6247031086471462,0.3
1,0,False,0.5958305829104336,0.3
0,0,True,0.48628482553742725,0.3
1,1,True,0.5519869014130415,0.3
1,0,False,0.5117505493566904,0.3
1,1,True,0.5691901651913402,0.3
1,1,True,0.5209764805367325,0.3
1,0,False,0.5963434323533651,0.3
1,1,True,0.71903517717581,0.3
0,0,True,0.448819508777277,0.3
0,0,True,0.488573645582487,0.3
0,0,True,0.45412589132256626,0.3
1,1,True,0.5020568948388202,0.3
1,1,True,0.5700566363768674,0.3
0,1,False,0.3963376409484743,0.3
1,1,True,0.5880276234831462,0.3
0,0,True,0.41455115913376805,0.3
1,1,True,0.576741359663374,0.3
1,1,True,0.5451148449057623,0.3
1,1,True,0.518088296373743,0.3
0,1,False,0.31208463910012424,0.3
0,1,False,0.4706448207451258,0.95
1,1,True,0.5831389555581458,0.3
0,0,True,0.4609119256436828,0.3
0,1,False,0.47532778136657916,0.3
1,1,True,0.5013966557787854,0.3
0,0,True,0.49019592092061925,0.3
1,1,True,0.7057422684392501,0.3
1,1,True,0.5060289698870692,0.3
1,1,True,0.5314159263369116,0.3
1,1,True,0.5969734350691651,0.3
0,0,True,0.3718250710618718,0.3
1,1,True,0.5804541783804834,0.3
1,1,True,0.5353961103098125,0.3
0,0,True,0.4424152324240086,0.3
0,0,True,0.4978930271932,0.3
0,0,True,0.4790684956256838,0.3
1,1,True,0.5767724185474034,0.3
1,0,False,0.5580152799690705,0.3
1,1,True,0.5137146244140366,0.3
1,0,False,0.5985639848391705,0.3
1,1,True,0.6734609391972051,0.3
0,0,True,0.4986827836014559,0.3
0,0,True,0.4593890921367294,0.3
0,1,False,0.4651272185760839,0.3
