prediction,actual,correct,confidence,prob_up
1,0,False,0.6751685419311,0.6751685419311
0,1,False,0.7525935466876216,0.2474064533123785
0,1,False,0.5305360031287388,0.4694639968712612
0,1,False,0.5636659781126168,0.43633402188738324
0,0,True,0.7053194963842366,0.29468050361576353
0,1,False,0.6958089225642856,0.3041910774357144
0,0,True,0.5183479890598441,0.481652010940156
0,0,True,0.7674342718055716,0.23256572819442833
0,0,True,0.722154558891208,0.27784544110879184
0,0,True,0.585686160085049,0.4143138399149512
0,0,True,0.6735717075336656,0.32642829246633437
0,0,True,0.6308774671040374,0.36912253289596264
1,0,False,0.642457354633414,0.642457354633414
1,0,False,0.7319430682825445,0.7319430682825445
0,1,False,0.5682707358288464,0.43172926417115354
1,1,True,0.7065475139639503,0.7065475139639503
1,1,True,0.6045618360284509,0.6045618360284509
0,0,True,0.5509520397734942,0.4490479602265058
0,1,False,0.6104593831234295,0.3895406168765704
0,0,True,0.7386079950067137,0.2613920049932864
0,0,True,0.7872721911425631,0.21272780885743697
1,1,True,0.5141563130109453,0.5141563130109453
1,1,True,0.6042314758512323,0.6042314758512323
1,0,False,0.5483412752968523,0.5483412752968523
1,1,True,0.712506516831303,0.712506516831303
1,1,True,0.5758621221144955,0.5758621221144955
1,1,True,0.5741669033734674,0.5741669033734674
0,1,False,0.630918864734658,0.369081135265342
0,1,False,0.5916635145549609,0.4083364854450391
0,1,False,0.784904101903857,0.21509589809614282
0,1,False,0.707502332640251,0.2924976673597491
0,0,True,0.7895507170097051,0.2104492829902948
0,0,True,0.5954170191780528,0.4045829808219472
0,0,True,0.7818285904278726,0.21817140957212755
0,0,True,0.6205018505241737,0.3794981494758263
0,0,True,0.5252326527218029,0.47476734727819725
0,1,False,0.6213660398609411,0.3786339601390588
0,1,False,0.6153013624205113,0.38469863757948897
0,1,False,0.6932554562345858,0.30674454376541416
1,1,True,0.5488156336002012,0.5488156336002012
0,1,False,0.593812276387889,0.406187723612111
1,0,False,0.5082471659481881,0.5082471659481881
0,0,True,0.728958836279157,0.2710411637208431
0,0,True,0.7192872231574142,0.2807127768425856
0,0,True,0.6425340626662581,0.3574659373337419
0,0,True,0.7530018821163245,0.24699811788367537
0,1,False,0.8284795634663541,0.17152043653364601
1,1,True,0.541862947209636,0.541862947209636
1,1,True,0.577631121104968,0.577631121104968
1,1,True,0.5387098077269198,0.5387098077269198
1,1,True,0.6179824498076142,0.6179824498076142
1,0,False,0.6312892031971654,0.6312892031971654
0,0,True,0.6222419447562589,0.377758055243741
0,0,True,0.6153494396783418,0.3846505603216581
0,1,False,0.6080060363162765,0.3919939636837235
0,1,False,0.5845295770960859,0.4154704229039141
1,1,True,0.5286151643984234,0.5286151643984234
1,1,True,0.5347756534526499,0.5347756534526499
