entry_date,exit_date,direction,entry_price,exit_price,pnl,pnl_pct,confidence,bars_held,reason,is_winner,balance_after,month
2023-04-21 19:00:00,2023-04-21 19:00:00,LONG,1.1278791876396623,1.1279581630423738,456.01368762064374,112.78791876396622,1.0,1,Stop Loss Hit,True,20671.551513748713,2023-04
2023-04-22 03:00:00,2023-04-22 03:00:00,SHORT,1.1295089376868053,1.1304015017233489,-466.97404381264766,-112.95089376868054,0.85,11,Stop Loss Hit,False,20204.577469936066,2023-04
2023-04-22 22:00:00,2023-04-22 22:00:00,LONG,1.1355599216548833,1.1395594322134732,517.2693864674677,128.00796929239235,0.95,20,Take Profit Hit,True,21025.77210842648,2023-04
2023-04-23 23:00:00,2023-04-23 23:00:00,SHORT,1.141788627414744,1.1441155208998484,-480.13974952030964,-114.17886274147439,0.85,2,Stop Loss Hit,False,20545.632358906172,2023-04
2023-04-24 04:00:00,2023-04-24 04:00:00,SHORT,1.1460267002013427,1.145277870609134,31295.74015091611,7616.154033183105,0.85,2,Stop Loss Hit,True,51841.37250982228,2023-04
2023-04-25 10:00:00,2023-04-25 10:00:00,LONG,1.1468513407414556,1.1452279740375912,-1189.0869513753385,-114.68513407414555,1.05,9,Stop Loss Hit,False,50652.28555844694,2023-04
2023-04-26 09:00:00,2023-04-26 09:00:00,LONG,1.1394391373546642,1.1398792427893154,1154.303931235178,113.94391373546642,0.85,1,Stop Loss Hit,True,51806.58948968212,2023-04
2023-04-26 13:00:00,2023-04-26 13:00:00,SHORT,1.1392653036250688,1.1371292096113732,688.2307197765234,66.42308696209315,0.95,4,Take Profit Hit,True,52817.78086671402,2023-04
2023-04-26 18:00:00,2023-04-26 18:00:00,SHORT,1.1381515240172329,1.1363533978808933,6148.808778209604,582.0775387862432,0.85,3,Stop Loss Hit,True,58966.589644923624,2023-04
2023-04-28 14:00:00,2023-04-28 14:00:00,SHORT,1.1440950400772856,1.1390671605737601,1605.0733052240514,136.1002319185531,0.85,12,Take Profit Hit,True,61525.39136032765,2023-04
2023-04-29 08:00:00,2023-04-29 08:00:00,LONG,1.1414611853637786,1.1379578943197417,-1404.5769230425997,-114.14611853637786,0.95,15,Stop Loss Hit,False,60120.81443728505,2023-04
2023-04-30 19:00:00,2023-04-30 19:00:00,SHORT,1.1282782018693962,1.1301176927141354,-1356.6600881644722,-112.82782018693962,0.95,2,Stop Loss Hit,False,58764.15434912058,2023-04
2023-05-02 02:00:00,2023-05-02 02:00:00,LONG,1.134286743827752,1.137241992244519,979.6660807234406,83.35575416462207,0.85,6,Take Profit Hit,True,60253.13791238805,2023-05
2023-05-02 11:00:00,2023-05-02 11:00:00,LONG,1.137133150166053,1.137133150166053,0.0,0.0,0.85,5,Stop Loss Hit,False,60488.49510790016,2023-05
2023-05-04 14:00:00,2023-05-04 14:00:00,SHORT,1.1358609382313234,1.1358609382313234,0.0,0.0,0.85,5,Stop Loss Hit,False,60933.92681133211,2023-05
2023-05-04 20:00:00,2023-05-04 20:00:00,SHORT,1.1373737917749382,1.1374972727598947,-1386.0930277028274,-113.73737917749382,0.85,1,Stop Loss Hit,False,59547.83378362928,2023-05
2023-05-05 12:00:00,2023-05-05 12:00:00,SHORT,1.1335732894489208,1.1289895492709223,1315.19295427926,110.43163711530588,0.85,11,Take Profit Hit,True,61609.58789433181,2023-05
2023-05-06 04:00:00,2023-05-06 04:00:00,SHORT,1.1271890585674746,1.1304973157044478,-1388.9130675468389,-112.71890585674744,1.0,47,Stop Loss Hit,False,60220.67482678497,2023-05
2023-05-08 07:00:00,2023-05-08 07:00:00,SHORT,1.1335376510133781,1.134969001511204,-1365.248045711886,-113.35376510133781,0.85,1,Stop Loss Hit,False,58855.42678107308,2023-05
2023-05-09 13:00:00,2023-05-09 13:00:00,SHORT,1.1422763222355614,1.1375971840883625,1040.3573908123228,88.38245236774702,0.95,23,Take Profit Hit,True,60446.813278331094,2023-05
2023-05-10 13:00:00,2023-05-10 13:00:00,LONG,1.1387000626830852,1.1387000626830852,0.0,0.0,0.85,5,Stop Loss Hit,False,60710.22337820197,2023-05
2023-05-10 20:00:00,2023-05-10 20:00:00,LONG,1.1375148405541446,1.1388362968738532,6749.514751225926,555.8795846606408,0.85,4,Stop Loss Hit,True,67459.73812942789,2023-05
2023-05-11 04:00:00,2023-05-11 04:00:00,LONG,1.1395464731218425,1.1386181755170117,-1537.4701332622526,-113.95464731218425,0.95,4,Stop Loss Hit,False,65922.26799616564,2023-05
2023-05-12 02:00:00,2023-05-12 02:00:00,SHORT,1.1355651885351719,1.1343692241767616,6732.538918260309,510.64223993718684,0.85,2,Stop Loss Hit,True,72654.80691442595,2023-05
2023-05-12 22:00:00,2023-05-12 22:00:00,SHORT,1.1391724307658835,1.1369111215084808,6433.563061012887,442.7486173482262,0.85,2,Stop Loss Hit,True,79088.36997543884,2023-05
2023-05-13 09:00:00,2023-05-13 09:00:00,SHORT,1.1394369816766206,1.1370261354167481,32495.204360287033,2054.36048121731,0.85,3,Stop Loss Hit,True,111583.57433572586,2023-05
2023-05-14 08:00:00,2023-05-14 08:00:00,SHORT,1.1491655542729535,1.1491655542729535,0.0,0.0,0.95,24,Stop Loss Hit,False,113665.1643673181,2023-05
2023-05-16 00:00:00,2023-05-16 00:00:00,SHORT,1.1519152118878355,1.1528494002629788,-2618.6526379288975,-115.19152118878355,0.85,1,Stop Loss Hit,False,111046.5117293892,2023-05
2023-05-16 06:00:00,2023-05-16 06:00:00,LONG,1.1529744861355933,1.1529744861355933,0.0,0.0,1.1,4,Stop Loss Hit,False,111940.2424498603,2023-05
2023-05-18 08:00:00,2023-05-18 08:00:00,SHORT,1.154258462514119,1.1553559498360202,-2584.15944287267,-115.42584625141193,0.7799999999999999,4,Stop Loss Hit,False,109356.08300698764,2023-05
2023-05-19 01:00:00,2023-05-19 01:00:00,SHORT,1.1569236667436116,1.1588967176754388,-2530.332810663258,-115.69236667436115,0.85,6,Stop Loss Hit,False,106825.75019632438,2023-05
2023-05-19 08:00:00,2023-05-19 08:00:00,SHORT,1.1602575062331788,1.158524507613494,2923.611938495957,136.84022499832403,0.95,7,Stop Loss Hit,True,109749.36213482035,2023-05
2023-05-20 06:00:00,2023-05-20 06:00:00,SHORT,1.150183836342692,1.150183836342692,0.0,0.0,0.7799999999999999,6,Stop Loss Hit,False,109917.93843402143,2023-05
2023-05-20 16:00:00,2023-05-20 16:00:00,SHORT,1.1509718610636792,1.1527477842100493,-2530.2490832737712,-115.09718610636793,0.85,2,Stop Loss Hit,False,107387.68935074766,2023-05
2023-05-21 02:00:00,2023-05-21 02:00:00,SHORT,1.1486526786758748,1.1517315132799126,-2467.0231405909803,-114.86526786758748,0.85,10,Stop Loss Hit,False,104920.66621015668,2023-05
2023-05-21 23:00:00,2023-05-21 23:00:00,SHORT,1.1500828976214843,1.1511875404094738,-2413.349276307071,-115.00828976214844,0.95,7,Stop Loss Hit,False,102507.31693384961,2023-05
2023-05-22 08:00:00,2023-05-22 08:00:00,LONG,1.1502948346473127,1.1538023905434023,2938.054016400362,143.30947801006036,0.85,6,Take Profit Hit,True,107207.08485572862,2023-05
2023-05-22 15:00:00,2023-05-22 15:00:00,SHORT,1.1537409240403247,1.1537409240403247,0.0,0.0,1.0,19,Stop Loss Hit,False,108706.75852333588,2023-05
2023-05-23 22:00:00,2023-05-23 22:00:00,SHORT,1.1563622095951247,1.1530499308133877,1274.4804475636963,58.620110877931566,0.95,7,Take Profit Hit,True,110532.42675491945,2023-05
2023-05-24 16:00:00,2023-05-24 16:00:00,SHORT,1.147406983588754,1.1488068251567738,-2536.51356743214,-114.74069835887539,1.0,4,Stop Loss Hit,False,107995.91318748731,2023-05
2023-05-27 02:00:00,2023-05-27 02:00:00,SHORT,1.1457616554205932,1.1478203240993408,-2474.7515254470827,-114.57616554205934,0.85,5,Stop Loss Hit,False,105521.16166204023,2023-05
2023-05-31 22:00:00,2023-05-31 22:00:00,LONG,1.1466781793644152,1.1459263251893208,-2419.976270780928,-114.66781793644152,0.7799999999999999,2,Stop Loss Hit,False,103101.1853912593,2023-05
2023-06-01 10:00:00,2023-06-01 10:00:00,SHORT,1.1456951196797434,1.1456951196797434,0.0,0.0,0.8799999999999999,5,Stop Loss Hit,False,104385.8930072956,2023-06
2023-06-02 06:00:00,2023-06-02 06:00:00,SHORT,1.1485982886543282,1.1508115354135555,-2397.9491613566706,-114.85982886543282,0.8799999999999999,10,Stop Loss Hit,False,101987.94384593893,2023-06
2023-06-02 17:00:00,2023-06-02 17:00:00,SHORT,1.1487307373891307,1.1514707731853209,-2343.1337187789336,-114.87307373891306,0.85,1,Stop Loss Hit,False,99644.81012716,2023-06
2023-06-02 19:00:00,2023-06-02 19:00:00,SHORT,1.151104059218598,1.153144237323726,-2294.030908348807,-115.1104059218598,0.95,4,Stop Loss Hit,False,97350.77921881119,2023-06
2023-06-03 05:00:00,2023-06-03 05:00:00,SHORT,1.1535959693305977,1.1554837230012418,-2246.06933036027,-115.35959693305978,1.0,4,Stop Loss Hit,False,95104.70988845092,2023-06
2023-06-03 15:00:00,2023-06-03 15:00:00,LONG,1.1535909053833127,1.1514734376077134,-2194.2385677287075,-115.35909053833126,1.0,4,Stop Loss Hit,False,92910.47132072221,2023-06
2023-06-04 21:00:00,2023-06-04 21:00:00,SHORT,1.1470444416281946,1.1421088440635017,2258.895756745203,121.56303399579204,0.85,13,Take Profit Hit,True,96478.37136172122,2023-06
2023-06-05 17:00:00,2023-06-05 17:00:00,SHORT,1.1431864866564296,1.1427889034693883,2205.8554079068076,114.31864866564297,0.85,1,Stop Loss Hit,True,98684.22676962803,2023-06
2023-06-06 11:00:00,2023-06-06 11:00:00,LONG,1.1418280817582616,1.1398929981815367,-2253.608427043233,-114.18280817582614,1.1,1,Stop Loss Hit,False,96430.6183425848,2023-06
2023-06-06 13:00:00,2023-06-06 13:00:00,LONG,1.1388944274686592,1.138709855551818,-2196.485877354538,-113.88944274686592,0.85,1,Stop Loss Hit,False,94234.13246523026,2023-06
2023-06-06 15:00:00,2023-06-06 15:00:00,SHORT,1.137022687060273,1.1328600248111989,2255.8402224274514,119.69337242319247,0.95,21,Take Profit Hit,True,97795.15471365335,2023-06
2023-06-07 18:00:00,2023-06-07 18:00:00,LONG,1.1297616166933426,1.1282183577623133,-2209.7042418814513,-112.97616166933426,0.85,1,Stop Loss Hit,False,95585.4504717719,2023-06
2023-06-07 21:00:00,2023-06-07 21:00:00,SHORT,1.1295962269593274,1.1284305981182579,13462.21951637342,704.1981520162974,1.0,2,Stop Loss Hit,True,109047.66998814531,2023-06
2023-06-08 01:00:00,2023-06-08 01:00:00,SHORT,1.1274753828766806,1.1242317156331538,2189.662115715299,100.39930775014905,1.1,3,Take Profit Hit,True,112450.09486230966,2023-06
2023-06-08 05:00:00,2023-06-08 05:00:00,SHORT,1.124304253143282,1.124304253143282,0.0,0.0,0.85,11,Stop Loss Hit,False,113531.68125344918,2023-06
2023-06-08 21:00:00,2023-06-08 21:00:00,SHORT,1.123376531894083,1.123376531894083,0.0,0.0,0.85,3,Stop Loss Hit,False,113818.41088353349,2023-06
2023-06-09 05:00:00,2023-06-09 05:00:00,LONG,1.120838426811595,1.1222363476208979,23184.426430815744,1018.4831369039048,1.05,2,Stop Loss Hit,True,137002.83731434925,2023-06
2023-06-09 09:00:00,2023-06-09 09:00:00,SHORT,1.1233899456810283,1.124285348186112,-3078.1521993742713,-112.33899456810283,0.85,1,Stop Loss Hit,False,133924.68511497497,2023-06
2023-06-09 18:00:00,2023-06-09 18:00:00,SHORT,1.122391850747009,1.1184081370078325,3115.554412591421,116.31740667960888,0.85,11,Take Profit Hit,True,138836.16132174048,2023-06
2023-06-10 08:00:00,2023-06-10 08:00:00,SHORT,1.1194841991317996,1.1165249043242667,2273.80598933623,81.88810349152793,0.85,14,Take Profit Hit,True,142290.04333526606,2023-06
2023-06-11 03:00:00,2023-06-11 03:00:00,SHORT,1.114121081896057,1.1158262441584745,-3170.5667404744695,-111.4121081896057,0.85,4,Stop Loss Hit,False,139119.4765947916,2023-06
2023-06-11 12:00:00,2023-06-11 12:00:00,SHORT,1.115491531002177,1.1157631327383053,-3103.731958778912,-111.5491531002177,0.95,1,Stop Loss Hit,False,136015.74463601268,2023-06
2023-06-11 23:00:00,2023-06-11 23:00:00,SHORT,1.1180508379290108,1.1180508379290108,0.0,0.0,0.85,5,Stop Loss Hit,False,136888.10869278447,2023-06
2023-06-12 09:00:00,2023-06-12 09:00:00,SHORT,1.1157472885172086,1.1169366545327872,-3054.650722084464,-111.57472885172086,0.85,2,Stop Loss Hit,False,133833.45797070002,2023-06
2023-06-12 14:00:00,2023-06-12 14:00:00,SHORT,1.1182575793484464,1.1201429752304881,-2993.2055749229417,-111.82575793484466,0.95,12,Stop Loss Hit,False,130840.25239577708,2023-06
2023-06-13 03:00:00,2023-06-13 03:00:00,LONG,1.120345537636266,1.120345537636266,0.0,0.0,0.95,2,Stop Loss Hit,False,132242.47774042608,2023-06
2023-06-13 07:00:00,2023-06-13 07:00:00,SHORT,1.118795763201443,1.118795763201443,0.0,0.0,1.0,7,Stop Loss Hit,False,132978.97790772273,2023-06
2023-06-14 09:00:00,2023-06-14 09:00:00,LONG,1.1213957976434756,1.1250591870803408,2879.5285504840303,108.27006628379274,0.85,13,Take Profit Hit,True,137489.24951712208,2023-06
2023-06-15 02:00:00,2023-06-15 02:00:00,SHORT,1.1293516168775604,1.1282934858285594,3105.474124908883,112.93516168775601,0.85,1,Stop Loss Hit,True,140594.72364203096,2023-06
2023-06-15 23:00:00,2023-06-15 23:00:00,SHORT,1.1217878780524102,1.1164197988166433,4203.998021660177,149.50767399934583,1.0,9,Take Profit Hit,True,147350.95608859198,2023-06
2023-06-17 02:00:00,2023-06-17 02:00:00,SHORT,1.1159940907739623,1.1184051929305103,-3288.855925295245,-111.59940907739623,0.95,4,Stop Loss Hit,False,144062.10016329674,2023-06
2023-06-17 15:00:00,2023-06-17 15:00:00,SHORT,1.1189982163262566,1.1221897595867008,-3224.1046624588716,-111.89982163262566,0.85,18,Stop Loss Hit,False,140837.99550083786,2023-06
2023-06-18 10:00:00,2023-06-18 10:00:00,LONG,1.122306619982265,1.1204372794524782,-3161.268293912456,-112.23066199822651,0.95,13,Stop Loss Hit,False,137676.7272069254,2023-06
2023-06-19 00:00:00,2023-06-19 00:00:00,LONG,1.1201526918661446,1.118956397934257,-3084.3791317631667,-112.01526918661445,1.1,21,Stop Loss Hit,False,134592.34807516224,2023-06
2023-06-20 00:00:00,2023-06-20 00:00:00,SHORT,1.1214492595369714,1.1215327824722863,-3018.76978176466,-112.14492595369711,0.85,1,Stop Loss Hit,False,131573.5782933976,2023-06
2023-06-20 04:00:00,2023-06-20 04:00:00,LONG,1.120776610109509,1.11999839279992,-2949.2917811930447,-112.07766101095089,0.95,1,Stop Loss Hit,False,128624.28651220455,2023-06
2023-06-20 09:00:00,2023-06-20 09:00:00,LONG,1.1202009893827294,1.1194843003064803,-2881.701060192384,-112.02009893827294,0.8799999999999999,2,Stop Loss Hit,False,125742.58545201216,2023-06
2023-06-22 18:00:00,2023-06-22 18:00:00,SHORT,1.1123539467937922,1.1123539467937922,0.0,0.0,0.7799999999999999,15,Stop Loss Hit,False,127981.28819007934,2023-06
2023-06-23 20:00:00,2023-06-23 20:00:00,SHORT,1.1115874161423538,1.108466500253971,1160.5865998580673,45.34204242945071,0.7799999999999999,7,Take Profit Hit,True,129564.40124853954,2023-06
2023-06-24 09:00:00,2023-06-24 09:00:00,SHORT,1.1068423976916606,1.1077484649399156,-2868.147450668358,-110.68423976916606,0.7799999999999999,1,Stop Loss Hit,False,126696.25379787118,2023-06
2023-06-24 11:00:00,2023-06-24 11:00:00,SHORT,1.1074953764329136,1.1074953764329136,0.0,0.0,1.1,6,Stop Loss Hit,False,128782.41260718547,2023-06
2023-06-24 18:00:00,2023-06-24 18:00:00,SHORT,1.1089789862864132,1.1088107757515924,2856.3397876927033,110.89789862864133,0.85,1,Stop Loss Hit,True,131638.75239487816,2023-06
2023-06-25 19:00:00,2023-06-25 19:00:00,SHORT,1.1105236251514332,1.1087720429392518,3694.9753880190847,140.3452752626836,1.0,5,Stop Loss Hit,True,135333.72778289724,2023-06
2023-06-26 07:00:00,2023-06-26 07:00:00,SHORT,1.1075577096917772,1.1034112093709174,1982.2474202975895,73.23552867314483,0.95,12,Take Profit Hit,True,138303.60932172945,2023-06
2023-06-27 02:00:00,2023-06-27 02:00:00,SHORT,1.0972152741906769,1.0990262442795977,-3034.976652470033,-109.72152741906768,0.95,5,Stop Loss Hit,False,135268.63266925942,2023-06
2023-06-27 16:00:00,2023-06-27 16:00:00,SHORT,1.0986679001216955,1.094934221220115,2322.7727435819147,85.85777418410242,0.95,26,Take Profit Hit,True,138825.9136450939,2023-06
2023-06-30 14:00:00,2023-06-30 14:00:00,SHORT,1.0983926607691312,1.0983926607691312,0.0,0.0,0.85,15,Stop Loss Hit,False,140717.97742571885,2023-06
2023-07-01 13:00:00,2023-07-01 13:00:00,SHORT,1.0994902869502083,1.0986024676572979,4827.094557090321,171.51662656743383,0.85,4,Stop Loss Hit,True,145545.07198280917,2023-07
2023-07-01 23:00:00,2023-07-01 23:00:00,LONG,1.1029124184480084,1.1029124184480084,0.0,0.0,1.0,10,Stop Loss Hit,False,145916.4947726132,2023-07
2023-07-02 11:00:00,2023-07-02 11:00:00,LONG,1.103235842503959,1.102081075890223,-3219.6061409137687,-110.3235842503959,1.0,7,Stop Loss Hit,False,142696.88863169943,2023-07
2023-07-03 08:00:00,2023-07-03 08:00:00,LONG,1.102429860367911,1.1017101989974398,-3146.266220183595,-110.24298603679111,0.85,7,Stop Loss Hit,False,139550.62241151583,2023-07
2023-07-04 00:00:00,2023-07-04 00:00:00,SHORT,1.0990378536418328,1.0990378536418328,0.0,0.0,0.95,8,Stop Loss Hit,False,140849.93501026274,2023-07
2023-07-04 12:00:00,2023-07-04 12:00:00,SHORT,1.101097274655662,1.1012549007313568,-3101.7895915045483,-110.1097274655662,0.85,1,Stop Loss Hit,False,137748.14541875818,2023-07
2023-07-04 17:00:00,2023-07-04 17:00:00,SHORT,1.0995726930085636,1.1018950483173233,-3029.2819843007837,-109.95726930085637,0.85,6,Stop Loss Hit,False,134718.8634344574,2023-07
2023-07-05 00:00:00,2023-07-05 00:00:00,SHORT,1.1017597776898298,1.103556282972548,-2968.5565005634867,-110.17597776898297,0.85,2,Stop Loss Hit,False,131750.3069338939,2023-07
2023-07-05 06:00:00,2023-07-05 06:00:00,SHORT,1.1039982868625495,1.0995867654522764,4388.762634627204,166.55606870158098,0.85,33,Take Profit Hit,True,138858.32255568725,2023-07
2023-07-07 03:00:00,2023-07-07 03:00:00,SHORT,1.0996158771008866,1.0997360997521297,-3053.8163229965976,-109.96158771008866,0.95,1,Stop Loss Hit,False,135804.50623269065,2023-07
2023-07-07 11:00:00,2023-07-07 11:00:00,LONG,1.1044468964795295,1.1044468964795295,0.0,0.0,0.85,25,Stop Loss Hit,False,137450.6304687278,2023-07
2023-07-08 14:00:00,2023-07-08 14:00:00,SHORT,1.1040422181515683,1.1062950685536896,-3035.0259789805154,-110.40422181515683,0.95,10,Stop Loss Hit,False,134415.60448974726,2023-07
2023-07-09 18:00:00,2023-07-09 18:00:00,SHORT,1.1072206554726076,1.107725106157743,-2976.554674177695,-110.72206554726077,0.85,1,Stop Loss Hit,False,131439.04981556957,2023-07
