entry_date,exit_date,direction,entry_price,exit_price,pnl,pnl_pct,confidence,atr_trend,fractal_dim,bars_held,reason,is_winner,balance_after
2023-03-25 13:00:00,2023-03-25 13:00:00,SHORT,1.1507734460591161,1.148953234855616,169.54773253750304,84.77386626875152,1.0,BEARISH,1.6058902677346858,7,Take Profit Hit,True,10169.547732537503
2023-03-25 21:00:00,2023-03-25 21:00:00,SHORT,1.1481237676462401,1.1461944117430116,162.38276677651186,79.83775239923779,1.0,BEARISH,1.5882803388092066,11,Take Profit Hit,True,10331.930499314016
2023-03-26 09:00:00,2023-03-26 09:00:00,SHORT,1.1474967286580866,1.148280883050256,-237.1171289737109,-114.74967286580866,1.0,BEARISH,1.5323275682208892,4,Stop Loss Hit,False,10094.813370340305
2023-03-26 16:00:00,2023-03-26 16:00:00,SHORT,1.1482640743406036,1.1511370826916112,-231.83023060669922,-114.82640743406036,1.0,BEARISH,1.5485226816416628,34,Stop Loss Hit,False,9862.983139733606
2023-03-28 04:00:00,2023-03-28 04:00:00,SHORT,1.1500156182210193,1.1460338708380964,456.0762175195983,231.2060210679406,1.0,BEARISH,1.5733496239379208,14,Take Profit Hit,True,10319.059357253203
2023-03-28 19:00:00,2023-03-28 19:00:00,SHORT,1.1450102540771974,1.1475348292926602,-236.30857552972344,-114.50102540771974,1.0,BEARISH,1.5380188768467338,12,Stop Loss Hit,False,10082.75078172348
2023-03-29 10:00:00,2023-03-29 10:00:00,SHORT,1.1475972045753025,1.1485210053759678,-231.41873223070624,-114.75972045753025,1.0,BEARISH,1.5461411165850323,2,Stop Loss Hit,False,9851.332049492774
2023-03-29 19:00:00,2023-03-29 19:00:00,SHORT,1.1472186150114232,1.1448421061106326,180.81993017248223,91.77435562218832,1.0,BEARISH,1.522267443833749,1,Take Profit Hit,True,10032.151979665256
2023-03-29 21:00:00,2023-03-29 21:00:00,SHORT,1.1453982682977233,1.14152384783187,409.43994968944565,204.06386910772633,1.0,BEARISH,1.5324784752562801,4,Take Profit Hit,True,10441.591929354701
2023-03-30 02:00:00,2023-03-30 02:00:00,SHORT,1.1411281926234333,1.1429325544764994,-238.3038985291192,-114.11281926234334,1.0,BEARISH,1.53851059962382,11,Stop Loss Hit,False,10203.288030825583
2023-03-30 19:00:00,2023-03-30 19:00:00,SHORT,1.1409568231359253,1.1378801300540835,295.19261539894006,144.65563184491177,1.0,BEARISH,1.3937401606221753,9,Take Profit Hit,True,10498.480646224523
2023-03-31 05:00:00,2023-03-31 05:00:00,SHORT,1.137660427071055,1.1347114925209751,248.72355373022555,118.45692825069494,1.0,BEARISH,1.4026486730115837,33,Take Profit Hit,True,10747.20419995475
2023-04-01 15:00:00,2023-04-01 15:00:00,SHORT,1.1352890685626003,1.136678678556962,-244.0236689163739,-113.52890685626005,1.0,BEARISH,1.3925001851639,3,Stop Loss Hit,False,10503.180531038375
2023-04-01 21:00:00,2023-04-01 21:00:00,SHORT,1.1345221631262306,1.1309098279071383,311.3848305262961,148.2335896284512,1.0,BEARISH,1.4578488217065577,19,Take Profit Hit,True,10814.565361564672
2023-04-02 17:00:00,2023-04-02 17:00:00,SHORT,1.1317103079566933,1.1324445741550737,-244.77910191508286,-113.17103079566932,1.0,BEARISH,1.4734521997775512,1,Stop Loss Hit,False,10569.786259649589
2023-04-02 19:00:00,2023-04-02 19:00:00,LONG,1.1342265938414495,1.1354677673000355,89.32230936342144,42.25360247085198,0.95,BULLISH,1.490971977367074,7,Take Profit Hit,True,10659.10856901301
2023-04-03 04:00:00,2023-04-03 04:00:00,SHORT,1.1337154295440874,1.1307027390883735,273.2923871092154,128.1966429649197,0.95,BEARISH,1.658409575619666,11,Take Profit Hit,True,10932.400956122225
2023-04-03 16:00:00,2023-04-03 16:00:00,SHORT,1.1284167296622278,1.1268642282644092,123.30738954700679,56.395383796252794,1.0,BEARISH,1.6810506593078711,12,Take Profit Hit,True,11055.70834566923
2023-04-04 10:00:00,2023-04-04 10:00:00,SHORT,1.124172121778405,1.1271790636990657,-248.57038217428402,-112.41721217784051,1.0,BEARISH,1.612332792123005,3,Stop Loss Hit,False,10807.137963494946
2023-04-04 22:00:00,2023-04-04 22:00:00,SHORT,1.1270934339846557,1.1219941483061933,569.9721934717583,263.7017290780628,1.0,BEARISH,1.588302456739487,24,Take Profit Hit,True,11377.110156966704
2023-04-05 23:00:00,2023-04-05 23:00:00,SHORT,1.1211083044216836,1.1245725653713343,-255.09945354591312,-112.11083044216834,1.0,BEARISH,1.4596829229006285,19,Stop Loss Hit,False,11122.01070342079
2023-04-06 21:00:00,2023-04-06 21:00:00,SHORT,1.1234867302644196,1.1247623741056862,-249.908628783042,-112.34867302644196,1.0,BEARISH,1.451988253816553,2,Stop Loss Hit,False,10872.102074637749
2023-04-07 03:00:00,2023-04-07 03:00:00,SHORT,1.1222528090853852,1.1242937957052692,-244.02494187850516,-112.22528090853852,1.0,BEARISH,1.4476417120590037,3,Stop Loss Hit,False,10628.077132759245
2023-04-07 15:00:00,2023-04-07 15:00:00,SHORT,1.1241914521239482,1.1271878696694062,-238.9598693032389,-112.41914521239482,1.0,BEARISH,1.5123301483736542,17,Stop Loss Hit,False,10389.117263456006
2023-04-08 13:00:00,2023-04-08 13:00:00,LONG,1.1289966776987552,1.1266322636291533,-234.58557749329228,-112.89966776987552,1.0,BULLISH,1.5880350599904973,4,Stop Loss Hit,False,10154.531685962715
2023-04-08 18:00:00,2023-04-08 18:00:00,SHORT,1.1271019892578242,1.128672722879244,-228.90385726460366,-112.71019892578242,1.0,BEARISH,1.5848450867230808,4,Stop Loss Hit,False,9925.62782869811
2023-04-09 03:00:00,2023-04-09 03:00:00,SHORT,1.1281882027125576,1.1313999840406788,-223.95952441705336,-112.81882027125576,1.0,BEARISH,1.6286738774986727,19,Stop Loss Hit,False,9701.668304281056
2023-04-09 23:00:00,2023-04-09 23:00:00,LONG,1.1313107928547343,1.1295355489598018,-219.51204122659698,-113.13107928547343,0.8999999999999999,BULLISH,1.721626104177704,3,Stop Loss Hit,False,9482.15626305446
2023-04-10 03:00:00,2023-04-10 03:00:00,SHORT,1.128395838971565,1.1267707625956278,98.18219747315219,51.772083663977206,0.95,BEARISH,1.7036399918117782,1,Take Profit Hit,True,9580.338460527611
2023-04-10 05:00:00,2023-04-10 05:00:00,SHORT,1.1273689281577708,1.1234771880043497,373.19364025216805,194.77059280827086,1.0,BEARISH,1.693653851500604,9,Take Profit Hit,True,9953.53210077978
2023-04-10 17:00:00,2023-04-10 17:00:00,SHORT,1.12334547914643,1.126660604812214,-223.62510573899664,-112.334547914643,1.0,BEARISH,1.656333779172731,9,Stop Loss Hit,False,9729.906995040783
2023-04-11 05:00:00,2023-04-11 05:00:00,SHORT,1.1269848038085388,1.1284847314220872,-219.30914651762728,-112.69848038085387,1.0,BEARISH,1.5671607812364434,6,Stop Loss Hit,False,9510.597848523155
2023-04-11 18:00:00,2023-04-11 18:00:00,SHORT,1.1269606639661127,1.1294980812476894,-214.36139332172678,-112.69606639661127,1.0,BEARISH,1.5549882210106725,16,Stop Loss Hit,False,9296.236455201428
2023-04-12 16:00:00,2023-04-12 16:00:00,SHORT,1.129270954341782,1.1301663239172404,-209.95939627104363,-112.9270954341782,1.0,BEARISH,1.5740961311889088,2,Stop Loss Hit,False,9086.277058930384
2023-04-12 23:00:00,2023-04-12 23:00:00,SHORT,1.1313569602726115,1.1334220818718292,-205.59645587172486,-113.13569602726115,1.0,BEARISH,1.5739643898038838,2,Stop Loss Hit,False,8880.68060305866
2023-04-13 09:00:00,2023-04-13 09:00:00,SHORT,1.1341474034304369,1.1357145460912088,-201.44001693308053,-113.4147403430437,1.0,BEARISH,1.5331413184034166,3,Stop Loss Hit,False,8679.24058612558
2023-04-13 19:00:00,2023-04-13 19:00:00,SHORT,1.1336622642781444,1.1319307570518213,78.54441848059794,45.24843948107459,1.0,BEARISH,1.525373239509337,5,Take Profit Hit,True,8757.785004606178
2023-04-14 01:00:00,2023-04-14 01:00:00,SHORT,1.1309523457340027,1.134281749175496,-198.09274988786865,-113.09523457340029,1.0,BEARISH,1.525995326291098,5,Stop Loss Hit,False,8559.69225471831
2023-04-14 07:00:00,2023-04-14 07:00:00,LONG,1.133782406627335,1.1318307502844525,-194.0965696908777,-113.3782406627335,0.95,BULLISH,1.5059742655660242,2,Stop Loss Hit,False,8365.595685027432
2023-04-14 10:00:00,2023-04-14 10:00:00,SHORT,1.131976751833085,1.128864524096919,306.62811047273783,183.26734999967448,1.0,BEARISH,1.4833837312650582,9,Take Profit Hit,True,8672.223795500171
2023-04-14 20:00:00,2023-04-14 20:00:00,SHORT,1.1260851480386946,1.1249326432646696,55.781019172640676,32.16073552067708,1.0,BEARISH,1.5094486220577068,7,Take Profit Hit,True,8728.004814672811
2023-04-15 04:00:00,2023-04-15 04:00:00,SHORT,1.1249791062410863,1.1277289591707222,-196.37646111357034,-112.49791062410861,1.0,BEARISH,1.545697682407717,6,Stop Loss Hit,False,8531.628353559241
2023-04-15 18:00:00,2023-04-15 18:00:00,SHORT,1.1301993517393438,1.1266243372387374,447.7173213809355,262.3867934860031,1.0,BEARISH,1.4999343820873818,24,Take Profit Hit,True,8979.345674940176
2023-04-16 19:00:00,2023-04-16 19:00:00,SHORT,1.1269725027245967,1.1301361288843652,-202.38951336233225,-112.69725027245967,1.0,BEARISH,1.5473037532305876,22,Stop Loss Hit,False,8776.956161577844
2023-04-18 01:00:00,2023-04-18 01:00:00,SHORT,1.1301735555076837,1.1269563986872477,233.06879056999495,132.7731312993683,1.0,BEARISH,1.6121307943035972,16,Take Profit Hit,True,9010.024952147838
2023-04-18 18:00:00,2023-04-18 18:00:00,SHORT,1.1255104070756596,1.1292292646435127,-202.81753703307533,-112.55104070756599,1.0,BEARISH,1.5936815557603967,19,Stop Loss Hit,False,8807.207415114763
2023-04-20 06:00:00,2023-04-20 06:00:00,LONG,1.1363305472934802,1.1320982213873594,-200.1579764428911,-113.63305472934802,1.0,BULLISH,1.5474109399458764,7,Stop Loss Hit,False,8607.049438671871
2023-04-20 14:00:00,2023-04-20 14:00:00,SHORT,1.1308771911305942,1.1333778651077198,-194.67031786254805,-113.08771911305942,1.0,BEARISH,1.4851798072871978,5,Stop Loss Hit,False,8412.379120809323
2023-04-21 03:00:00,2023-04-21 03:00:00,SHORT,1.1323927991562768,1.130507234225031,118.55290126587754,70.46336093710909,1.0,BEARISH,1.436910115270026,13,Take Profit Hit,True,8530.9320220752
2023-04-21 17:00:00,2023-04-21 17:00:00,SHORT,1.1291128931589398,1.1332112357103836,-192.64770673575146,-112.91128931589398,1.0,BEARISH,1.4562880545113532,27,Stop Loss Hit,False,8338.284315339448
2023-04-23 08:00:00,2023-04-23 08:00:00,SHORT,1.1381578407302348,1.1399265610232696,-189.8056734348306,-113.81578407302348,1.0,BEARISH,1.410764192948484,10,Stop Loss Hit,False,8148.478641904618
2023-04-24 15:00:00,2023-04-24 15:00:00,SHORT,1.14581872025779,1.1487945852437567,-186.7335873903017,-114.581872025779,1.0,BEARISH,1.4612597495844868,6,Stop Loss Hit,False,7961.745054514316
2023-04-25 04:00:00,2023-04-25 04:00:00,SHORT,1.1459458756472851,1.1441115661270884,107.33145865402058,67.40448100204085,1.0,BEARISH,1.423224298315245,16,Take Profit Hit,True,8069.0765131683365
